Straight,EP,USP,Knot security,Diameter,Tie-down,Fast Avg,Fast Min,Moisture
,7.90,,6.72,0.492,,5.76,5.57,105
,8.18,,6.75,0.492,,5.76,5.47,
,8.37,,7.35,0.489,,6.23,6.01,
,8.47,,6.94,0.490,,5.94,5.61,
,7.98,,7.00,0.487,,5.99,5.52,
13.19,8.47,7.23,6.80,0.484,0.72,5.69,5.63,122
,7.96,,6.83,0.480,,5.89,5.53,106
,8.03,,7.19,0.487,,6.20,5.94,118
,8.06,,7.02,0.486,,6.09,5.95,109
,8.24,,6.54,0.489,,6.25,6.06,95
,8.15,,7.10,0.483,,5.96,5.79,
12.90,8.25,6.78,6.99,0.486,0.80,5.86,5.56,156
,8.39,,6.61,0.479,,5.82,5.47,92
,8.38,,6.82,0.489,,5.76,5.48,70
,8.09,,7.17,0.493,,5.79,5.68,
,8.10,,7.18,0.488,,5.45,5.00,
,7.96,,7.16,0.487,,5.76,5.59,
13.08,7.91,7.37,6.79,0.490,0.81,5.56,5.20,121
,8.09,,7.13,0.492,,5.68,4.76,98
,8.18,,6.78,0.494,,5.96,5.45,129
,8.23,,7.13,0.490,,6.01,5.77,
,8.36,,7.01,0.488,,6.15,5.93,
12.72,7.92,7.33,6.80,0.489,0.71,5.32,4.55,161
,7.98,,7.28,0.491,,5.49,5.12,162
,8.18,,6.79,0.490,,5.45,4.66,110
,8.28,,7.13,0.494,,5.69,5.32,
,7.93,,6.63,0.491,,5.29,4.74,
12.60,7.90,7.23,6.54,0.498,0.77,5.31,4.97,194
,7.80,,6.59,0.497,,5.54,4.99,151
,7.71,,6.75,0.496,,5.55,5.10,100
,7.80,,6.23,0.488,,6.11,5.88,
,7.95,,6.51,0.495,,6.16,5.74,
12.92,7.67,6.92,6.29,0.492,1.07,5.46,5.19,96
,7.62,,6.77,0.491,,5.57,5.40,61
,7.83,,6.54,0.496,,5.45,5.26,72
,7.59,,6.26,0.491,,5.34,4.73,
,7.87,,7.37,0.495,,5.78,5.56,
12.54,8.16,6.89,7.26,0.494,1.04,5.60,5.45,225
,7.98,,6.69,0.492,,5.65,5.50,84
,8.12,,7.08,0.493,,5.74,5.61,73
,7.97,,6.83,0.491,,5.28,4.71,
,8.00,,7.36,0.486,,5.85,5.66,
13.31,7.95,7.25,6.75,0.491,0.80,5.80,5.64,168
,7.84,,7.40,0.479,,5.96,5.73,95
,7.99,,6.80,0.484,,5.70,5.40,120
,8.24,,6.52,0.490,,5.86,5.50,89
,8.14,,6.56,0.493,,5.84,5.61,
12.27,7.83,6.90,5.96,0.492,0.91,5.87,5.77,101
,7.87,,6.54,0.491,,5.85,5.32,228
,7.84,,6.16,0.478,,5.84,5.67,
,8.15,,6.93,0.494,,6.01,5.61,
12.85,8.11,7.39,6.96,0.488,0.92,5.54,4.62,207
,7.69,,6.75,0.488,,5.64,5.26,220
,7.96,,6.63,0.482,,5.70,5.54,
,7.75,,7.01,0.485,,5.68,5.47,
,7.84,,6.86,0.490,,5.88,5.71,
11.18,7.92,7.34,6.59,0.487,0.89,5.75,5.63,71
,7.62,,6.59,0.488,,5.36,5.20,120
,7.54,,6.77,0.485,,5.42,5.07,129
,7.76,,6.00,0.487,,5.06,4.59,
,7.61,,6.74,0.490,,5.68,5.43,
12.56,7.55,7.14,6.84,0.485,1.12,5.36,5.24,75
,7.87,,7.02,0.481,,5.67,5.22,103
,8.02,,6.62,0.491,,5.53,5.35,156
,7.66,,6.99,0.485,,5.08,4.46,
,7.89,,6.03,0.489,,5.42,4.84,
12.96,7.62,7.00,5.89,0.485,1.01,5.31,5.08,79
,8.17,,6.11,0.491,,5.59,5.45,144
,7.54,,5.97,0.490,,5.23,4.96,80
,7.79,,6.04,0.494,,5.83,5.62,
,7.96,,6.75,0.491,,5.77,5.33,
,7.79,,6.50,0.486,,5.41,5.18,
13.51,7.95,7.20,6.41,0.495,0.78,5.61,5.35,143
,8.03,,6.76,0.488,,5.60,5.27,200
,8.22,,6.83,0.490,,5.74,5.20,92
,8.11,,7.13,0.487,,5.86,5.48,
,8.26,,7.05,0.487,,6.42,6.08,
,8.22,,6.88,0.483,,5.92,5.73,
13.03,7.72,7.32,6.88,0.480,1.12,6.47,6.08,108
,7.88,,6.52,0.481,,5.78,5.62,139
,8.21,,7.20,0.482,,5.78,5.65,
,8.13,,7.09,0.485,,6.11,5.82,
12.73,7.96,6.72,6.70,0.475,0.83,5.72,5.58,124
,7.82,,6.28,0.496,,5.12,4.45,178
,7.90,,6.18,0.486,,5.51,4.70,82
,8.04,,6.95,0.490,,5.87,5.79,
,8.12,,6.90,0.499,,6.09,5.89,
13.22,7.88,6.70,6.99,0.485,0.46,5.42,5.18,100
,8.04,,6.35,0.488,,5.22,5.04,48
,8.37,,6.49,0.496,,5.48,5.02,74
,7.85,,6.51,0.485,,5.81,5.37,
,8.05,,6.96,0.487,,5.37,4.91,
,8.14,,6.66,0.492,,6.05,5.76,
12.98,7.90,7.26,6.81,0.494,1.09,5.69,5.21,152
,7.95,,6.43,0.490,,5.29,4.42,157
,7.62,,6.88,0.490,,5.49,5.19,108
,7.76,,6.89,0.489,,5.49,5.06,128
,7.93,,6.64,0.494,,5.68,5.53,
13.13,8.34,6.97,6.82,0.493,1.07,5.48,4.94,201
,8.10,,6.58,0.485,,5.65,5.32,201
,8.10,,6.90,0.495,,6.13,5.88,206
,8.23,,7.34,0.494,,5.96,5.48,
,8.21,,6.78,0.494,,5.52,4.35,
,8.13,,6.98,0.492,,5.90,5.53,
14.30,8.15,7.65,6.71,0.493,0.83,5.85,5.68,77
,8.22,,6.82,0.489,,6.02,5.71,192
,8.51,,7.28,0.488,,5.58,5.36,131
,8.39,,7.23,0.489,,6.17,5.72,
,8.40,,7.02,0.488,,5.99,5.68,
,8.53,,6.98,0.490,,5.55,5.32,
13.59,8.55,7.68,6.98,0.489,0.85,5.93,5.71,202
,8.04,,6.70,0.488,,5.46,4.37,233
,8.16,,7.16,0.489,,5.46,4.56,241
,8.31,,6.83,0.487,,5.59,5.02,
,8.18,,6.99,0.484,,5.86,5.68,
,8.50,,6.69,0.490,,6.27,6.02,
12.70,7.72,6.45,6.05,0.493,0.84,5.71,5.48,154
,7.66,,6.62,0.491,,5.79,5.58,133
,7.49,,6.53,0.497,,5.47,5.22,104
,7.65,,6.69,0.496,,6.01,5.83,211
,7.95,,6.91,0.490,,5.61,5.13,233
,7.96,,6.93,0.493,,5.29,5.04,
12.13,7.89,6.98,6.87,0.488,1.04,5.38,4.85,125
,8.44,,6.87,0.486,,5.66,5.54,74
,8.29,,6.57,0.488,,6.03,5.82,229
,8.06,,6.67,0.489,,5.90,5.71,
,7.64,,6.98,0.486,,5.90,5.71,
11.73,8.59,7.27,7.25,0.485,1.02,6.57,6.26,179
,8.08,,7.57,0.491,,6.57,6.16,
,8.16,,7.31,0.491,,6.10,5.87,
14.28,7.79,6.61,6.39,0.492,5.42,5.13,,
,7.53,,6.23,0.488,5.09,4.48,,
,7.53,,6.05,0.495,4.91,4.55,,
,7.50,,6.55,0.491,5.01,4.70,,
,7.44,,6.44,0.483,5.18,5.10,,
,7.39,,4.99,0.489,4.89,4.68,,
,7.30,,6.47,0.484,4.95,4.55,,
,7.42,,6.39,0.483,5.01,4.69,,
,7.35,,6.60,0.485,5.06,4.81,,
14.39,7.54,7.67,6.90,0.487,,5.48,5.33,27
,7.61,,6.92,0.488,,5.50,5.28,20
,7.87,,6.67,0.492,,5.47,5.23,23
,7.77,,6.13,0.489,,5.46,5.35,57
,7.73,,6.59,0.490,,5.46,5.01,123
,7.69,,6.65,0.485,,4.97,4.30,35
,7.68,,6.71,0.490,,5.25,4.54,177
,7.89,,6.57,0.483,,5.17,4.97,
,7.35,,6.65,0.487,,5.01,4.44,
,7.57,,6.69,0.490,,4.99,4.77,
13.47,7.05,6.49,6.38,0.486,,4.70,4.46,20
,7.06,,6.28,0.483,,5.02,4.77,20
,7.11,,6.32,0.498,,5.07,4.83,117
,7.34,,6.25,0.470,,4.75,4.46,205
,7.79,,6.32,0.482,,5.09,4.88,
,7.13,,6.48,0.480,,4.79,4.50,
14.26,7.48,6.73,6.45,0.483,,5.35,5.21,47
,7.57,,6.83,0.475,,5.34,5.11,24
,7.29,,7.03,0.483,,5.24,5.07,128
,7.42,,6.30,0.479,,5.32,5.12,
,7.39,,6.53,0.487,,5.26,5.01,
14.42,7.49,7.09,6.86,0.486,,5.31,5.04,72
,7.81,,6.89,0.483,,5.44,5.04,89
,7.68,,6.01,0.487,,5.22,5.02,
,7.48,,6.94,0.485,,5.34,5.23,
,7.72,,6.93,0.486,,5.24,4.79,
13.17,7.33,6.90,6.33,0.481,,5.27,4.91,102
,7.41,,6.26,0.493,,5.18,4.79,99
,7.42,,6.85,0.487,,5.25,4.97,29
,7.24,,6.87,0.472,,5.04,4.71,
,7.19,,6.60,0.476,,5.15,5.03,
13.52,7.58,6.82,8.86,0.486,,5.16,5.01,59
,7.33,,6.80,0.487,,4.82,4.53,42
,7.50,,6.39,0.487,,5.30,5.08,118
,7.56,,7.43,0.486,,5.13,4.31,69
,7.69,,6.11,0.479,,4.67,4.53,145
,7.40,,6.42,0.487,,5.03,4.42,55
,7.47,,6.22,0.483,,4.83,4.52,
,7.42,,6.79,0.491,,5.30,5.02,
14.03,7.36,7.03,7.34,0.482,,5.17,4.74,55
,7.57,,7.08,0.488,,5.25,4.93,56
,7.66,,6.98,0.480,,5.43,5.28,175
,7.45,,6.61,0.479,,5.30,5.12,
,7.49,,6.75,0.492,,5.48,5.12,
,7.51,,6.43,0.483,,5.15,4.66,
13.14,7.69,6.89,6.50,0.492,,5.25,4.98,58
,7.36,,6.91,0.490,,4.85,4.61,
,7.72,,6.57,0.484,,5.32,5.22,
,7.59,,6.37,0.484,,5.09,4.80,
13.11,7.31,6.84,6.95,0.482,,4.95,4.64,151
,7.66,,6.58,0.487,,4.95,4.66,129
,7.34,,6.40,0.478,,4.97,4.52,
,7.69,,6.59,0.486,,5.02,4.91,
13.17,7.49,6.65,6.43,0.480,,5.33,4.84,105
,7.36,,6.76,0.485,,4.77,4.54,212
,7.43,,6.38,0.484,,5.01,4.31,62
,7.34,,6.69,0.480,,4.84,4.68,147
,7.49,,6.41,0.484,,4.99,4.57,71
,7.23,,6.02,0.486,,4.77,4.55,263
,7.42,,5.82,0.480,,5.20,4.45,
13.64,7.44,6.62,6.71,0.482,,5.23,4.60,62
,7.39,,7.05,0.477,,5.20,4.99,204
,7.36,,6.73,0.486,,4.94,4.71,244
,7.37,,6.30,0.487,,5.15,5.07,173
,7.30,,6.35,0.487,,5.03,4.74,
,7.07,,6.64,0.489,,5.18,4.97,
,7.47,,6.12,0.484,,5.14,4.84,
13.34,7.50,6.94,6.21,0.484,,5.09,4.96,114
,7.50,,6.05,0.484,,5.07,4.62,91
,7.50,,6.77,0.479,,4.96,4.77,
13.17,7.20,,6.40,0.479,,4.90,4.81,78
,7.28,,6.21,0.483,,4.90,4.81,68
,7.21,,6.58,0.489,,4.86,4.65,55
,6.93,,6.20,0.491,,4.99,4.41,187
,7.31,,6.23,0.484,,4.82,4.39,
12.27,7.12,6.61,6.77,0.483,1.77,4.87,4.32,209
,7.31,,6.80,0.478,,4.86,4.64,128
,7.45,,6.14,0.487,,4.91,4.48,207
,7.23,,6.76,0.480,,4.71,4.38,
,7.34,,6.87,0.480,,4.82,4.69,
12.85,7.09,6.91,6.60,0.482,0.87,4.88,4.70,193
,7.06,,6.82,0.488,,4.74,4.68,70
,7.28,,6.27,0.484,,4.98,4.72,85
,7.49,,5.27,0.482,,4.98,4.51,
,7.26,,6.03,0.476,,4.83,4.52,
12.76,7.45,6.74,6.09,0.480,1.31,4.88,4.31,20
,7.40,,6.56,0.483,,5.18,4.94,
12.98,7.41,6.75,5.38,0.477,,4.46,4.36,153
,7.51,,,,,5.03,4.61,
,7.45,,,,,4.91,4.64,
,7.15,,,,,4.95,4.85,
,7.42,,6.70,0.476,,4.64,4.32,
13.35,7.38,6.75,6.49,0.485,1.49,5.12,4.49,23
,7.47,,5.54,0.485,,5.21,4.65,155
,7.50,,6.82,0.480,,5.00,4.33,154
,7.44,,6.07,0.483,,5.09,4.53,78
,6.92,,6.43,0.482,,5.24,4.96,
,7.38,,6.62,0.481,,5.19,4.95,
,7.65,,6.80,0.483,,5.22,4.73,
13.82,7.52,6.70,6.88,0.489,0.68,5.15,4.92,208
,7.29,,5.79,0.483,,5.06,4.81,
,7.41,,6.89,0.490,,4.93,4.60,
,7.46,,6.09,0.491,,4.92,4.77,
13.73,7.22,6.54,6.48,0.478,,4.89,4.64,147
,7.37,,6.05,0.482,,4.79,4.57,
,7.64,,6.67,0.481,,5.18,4.66,
12.85,7.25,6.53,6.40,0.483,,5.07,4.69,47
,7.46,,6.44,0.484,,4.94,4.68,198
,7.37,,6.06,0.475,,4.79,4.56,
,7.71,,6.24,0.482,,5.11,4.54,
10.92,7.51,6.37,5.98,0.481,0.82,5.35,4.55,186
,7.26,,6.44,0.481,,4.90,4.40,139
,7.26,,5.35,0.479,,5.19,4.66,
,7.14,,5.63,0.478,,5.40,4.69,
13.07,7.34,6.42,6.28,0.473,1.09,5.16,4.75,112
,7.31,,6.56,0.478,,5.11,4.35,109
,7.10,,6.68,0.480,,4.73,4.36,190
,7.20,,6.47,0.479,,4.83,4.58,112
,7.29,,6.52,0.476,,5.16,4.52,
13.05,7.33,7.11,6.61,0.474,,5.06,4.63,45
,7.03,,6.35,0.480,,5.14,4.84,70
,7.23,,6.25,0.472,,5.00,4.88,
,7.29,,6.72,0.481,,4.91,4.41,
,7.40,,6.30,0.475,,5.13,4.82,
12.88,6.93,6.32,6.37,0.476,,4.61,4.35,142
,7.19,,6.74,0.479,,4.99,4.67,76
,7.26,,6.26,0.483,,4.84,4.76,
,7.41,,6.25,0.475,,4.95,4.53,
,7.47,,5.98,0.481,,4.88,4.76,
13.36,7.12,6.42,6.41,0.478,1.03,4.85,4.65,136
,7.51,,6.56,0.482,,5.17,4.98,119
,7.44,,6.50,0.480,,5.23,4.56,81
,7.57,,6.87,0.484,,5.41,4.60,
,7.39,,5.51,0.481,,5.20,4.49,
,7.21,,6.52,0.472,,4.99,4.64,
,7.35,,6.61,0.486,,5.05,4.52,
12.86,7.31,6.74,6.05,0.483,1.94,5.01,4.86,102
,7.32,,6.23,0.479,,5.03,4.76,20
,7.08,,6.43,0.477,,4.73,4.46,
,7.06,,6.07,0.485,,4.94,4.58,
,7.33,,6.48,0.474,,4.98,4.79,
13.35,7.16,6.94,6.62,0.485,1.54,4.71,4.43,141
,7.23,,6.41,0.485,,4.80,4.46,79
,7.27,,6.26,0.479,,4.82,4.35,
,7.52,,6.47,0.483,,4.94,4.69,
13.25,7.24,6.63,6.35,0.480,1.13,4.91,4.50,168
,7.10,,6.09,0.471,,4.64,4.35,125
,7.36,,6.13,0.466,,4.93,4.73,
,7.59,,6.76,0.472,,5.04,4.58,
,7.46,,6.76,0.479,,5.16,4.55,
,7.50,,6.92,0.485,,5.05,4.80,
13.45,7.31,6.69,5.72,0.475,0.88,4.90,4.64,162
,7.30,,6.55,0.480,,4.89,4.50,167
,7.46,,5.66,0.475,,5.34,4.67,151
,7.26,,6.70,0.480,,5.14,4.74,
,7.14,,6.73,0.471,,4.95,4.72,
,7.37,,6.74,0.474,,4.93,4.66,
12.62,7.38,6.66,6.42,0.476,1.29,5.10,4.58,43
,7.25,,6.93,0.469,,5.16,4.71,98
,7.28,,6.46,0.472,,5.20,4.70,77
,7.46,,6.72,0.474,,4.92,4.57,57
,7.66,,6.64,0.470,,5.17,5.01,
,7.72,,6.84,0.475,,5.19,4.75,
,7.33,,6.68,0.474,,5.17,4.76,
12.85,7.12,6.87,6.57,0.486,1.66,5.11,4.55,211
,7.39,,6.43,0.488,,4.94,4.63,31
,7.39,,6.56,0.485,,4.96,4.29,27
,7.26,,6.79,0.485,,5.07,4.42,134
,7.18,,6.73,0.483,,5.11,4.74,190
,7.42,,6.20,0.486,,5.08,4.56,
12.87,7.45,6.45,6.56,0.483,0.86,5.03,4.45,57
,7.48,,6.81,0.478,,5.09,4.90,99
,7.09,,6.23,0.477,,5.04,4.78,136
,7.44,,5.40,0.482,,4.88,4.51,171
,7.37,,6.47,0.471,,4.81,4.57,
,7.13,,6.96,0.475,,4.89,4.51,
,7.32,,6.76,0.475,,4.97,4.48,
13.59,7.30,7.08,6.52,0.477,2.24,4.91,4.34,167
,7.36,,6.90,0.477,,4.96,4.63,173
,7.41,,6.65,0.478,,4.88,4.62,50
,7.42,,6.94,0.474,,5.14,4.55,
,7.10,,6.56,0.478,,5.20,4.65,
11.85,7.11,6.77,6.59,0.480,1.61,5.00,4.29,58
,7.49,,7.00,0.478,,5.41,5.22,59
,7.33,,6.67,0.479,,5.32,5.20,86
,7.55,,6.12,0.480,,5.29,5.05,
,7.14,,6.68,0.476,,4.73,4.37,
11.48,7.66,7.00,7.03,0.473,1.02,5.35,5.15,41
,7.45,,5.76,0.477,,5.36,5.21,130
,7.17,,6.48,0.480,,4.91,4.56,
,7.21,,6.31,0.492,,4.79,4.32,
13.43,7.34,6.58,6.00,0.470,0.67,5.58,5.26,25
,7.25,,6.18,0.471,,5.19,4.66,39
,7.42,,6.24,0.466,,5.07,4.79,47
,7.27,,6.62,0.477,,4.98,4.52,72
,6.93,,6.37,0.474,,5.12,4.74,
,7.15,,6.21,0.470,,5.21,4.73,
13.23,7.45,6.56,6.58,0.474,1.70,5.01,4.56,47
,7.31,,6.56,0.482,,5.16,4.31,43
,7.45,,7.06,0.478,,5.37,5.23,52
,7.48,,6.52,0.469,,5.26,4.31,46
,7.42,,6.90,0.472,,5.51,5.29,44
,7.51,,6.67,0.475,,5.50,5.13,45
,7.27,,6.62,0.473,,5.25,5.03,
,7.64,,6.30,0.482,,5.40,5.20,
13.12,7.31,6.98,6.76,0.478,1.59,4.99,4.56,55
,7.36,,5.58,0.482,,5.40,5.32,170
,7.23,,6.53,0.475,,5.08,4.63,36
,6.90,,6.73,0.472,,4.84,4.39,42
,7.67,,6.41,0.473,,5.54,5.31,92
,7.65,,6.37,0.485,,5.37,5.19,
,7.40,,6.39,0.473,,5.20,5.00,
13.72,7.33,6.98,6.87,0.477,1.54,5.15,4.80,123
,7.23,,6.35,0.482,,4.96,4.66,170
,7.38,,6.54,0.475,,5.11,4.81,50
,7.42,,6.22,0.474,,5.51,5.45,
,7.89,,6.91,0.481,,5.38,5.07,
,7.62,,6.71,0.475,,5.52,5.25,
13.81,7.79,7.06,6.61,0.482,0.97,5.54,5.04,278
,7.52,,6.70,0.475,,5.25,4.32,224
,7.99,,6.82,0.470,,5.82,5.63,72
,7.68,,6.52,0.473,,5.57,5.50,
,7.46,,6.43,0.480,,5.60,5.38,
12.92,7.30,6.52,6.25,0.473,1.02,4.96,4.80,158
,7.13,,6.34,0.468,,5.10,4.32,34
,7.27,,6.20,0.477,,5.36,5.07,
,7.62,,6.59,0.482,,5.51,5.07,
,7.20,,6.42,0.483,,5.18,4.63,
,7.14,,6.43,0.476,,4.79,4.61,
12.86,7.28,6.90,6.76,0.485,2.04,4.82,4.67,88
,7.20,,6.58,0.475,,5.16,5.02,258
,7.48,,6.14,0.483,,5.23,5.08,
,7.10,,6.51,0.481,,5.07,4.82,
,6.88,,6.26,0.471,,5.01,4.35,
,7.45,,6.09,0.473,,5.16,4.66,
13.02,7.36,6.86,6.56,0.480,1.59,4.84,4.65,187
,7.51,,6.49,0.478,,5.01,4.61,197
,7.27,,6.88,0.473,,5.45,5.03,228
,7.32,,6.19,0.485,,5.64,5.43,
,7.14,,6.18,0.475,,5.29,4.84,
,7.40,,6.68,0.489,,5.11,4.96,
12.13,7.45,6.85,5.64,0.481,1.87,5.06,4.80,115
,7.53,,6.26,0.475,,5.10,4.45,78
,7.62,,6.11,0.480,,5.37,4.91,98
,7.61,,6.47,0.483,,5.18,4.37,99
,7.48,,6.66,0.481,,5.55,5.31,200
12.84,7.33,6.44,6.50,0.484,0.97,5.29,5.14,93
,7.42,,6.19,0.485,,5.41,4.62,69
,7.15,,6.40,0.493,,4.75,4.57,
,7.27,,6.28,0.477,,5.29,5.00,
,8.02,,6.38,0.472,,5.53,4.80,
13.07,7.13,6.48,6.39,0.469,2.09,4.78,4.39,74
,7.42,,6.00,0.481,,5.02,4.49,
12.86,7.66,6.45,6.51,0.482,1.91,5.30,4.92,25
,7.34,,6.08,0.486,,5.25,4.74,132
,7.41,,6.01,0.483,,4.89,4.67,
,7.46,,6.14,0.482,,5.17,5.02,
,7.15,,6.47,0.482,,5.17,4.84,
,7.20,,5.65,0.469,,5.46,5.21,
,7.40,,5.62,0.478,,5.30,4.64,
13.63,7.00,6.85,6.62,0.485,1.37,5.36,4.99,61
,7.37,,6.16,0.483,,5.06,4.87,32
,7.31,,6.01,0.471,,5.05,4.89,
,7.07,,6.60,0.475,,4.71,4.53,
13.60,7.17,6.86,6.73,0.479,1.85,5.26,5.06,85
,7.13,,6.42,0.477,,5.16,4.92,48
,7.17,,6.73,0.484,,5.26,5.05,47
,7.43,,6.37,0.479,,5.65,5.35,48
,7.34,,6.32,0.485,,5.37,5.26,68
12.84,7.57,6.71,6.15,0.489,1.31,5.10,4.82,84
,7.37,,5.54,0.481,,4.93,4.45,46
,7.36,,5.25,0.493,,5.09,4.49,48
,7.50,,5.84,0.474,,5.48,5.24,59
,7.53,,5.87,0.484,,5.05,4.69,184
,7.33,,6.66,0.481,,5.41,4.98,161
,7.51,,6.50,0.485,,5.03,4.43,
,7.86,,6.78,0.487,,5.68,4.88,
,7.27,,7.10,0.481,,5.28,4.85,
13.26,7.34,6.59,6.70,0.482,1.82,5.35,4.93,84
,7.30,,6.62,0.484,,5.11,4.89,61
,7.32,,6.36,0.485,,5.49,5.22,50
,7.17,,6.84,0.485,,5.39,5.25,
,7.66,,6.52,0.482,,5.09,4.92,
,7.30,,6.37,0.485,,5.23,5.03,
13.23,7.10,6.88,6.95,0.481,1.57,4.89,4.68,162
,7.35,,6.50,0.480,,5.05,4.91,35
,7.12,,5.94,0.482,,4.76,4.29,
,7.12,,6.37,0.483,,5.27,5.03,
,7.38,,6.19,0.481,,5.17,4.83,
12.51,7.20,6.81,6.04,0.476,1.37,4.97,4.93,166
,7.39,,5.61,0.481,,5.33,5.24,84
,7.11,,5.78,0.490,,5.08,5.02,43
,7.32,,6.51,0.483,,5.69,5.29,
,7.26,,6.62,0.486,,5.18,4.36,
,7.66,,6.36,0.481,,5.11,4.83,
13.86,7.58,6.49,6.82,0.485,1.13,5.18,4.72,64
,7.82,,6.25,0.486,,5.34,4.61,239
,7.33,,6.30,0.488,,5.32,4.41,206
,7.48,,6.07,0.477,,5.07,4.30,
,7.61,,6.52,0.487,,5.30,4.48,
,7.27,,6.39,0.486,,5.20,4.57,
,7.16,,6.50,0.481,,5.12,4.61,
12.91,7.35,6.87,6.34,0.479,1.11,5.31,5.00,118
,7.67,,6.56,0.480,,5.47,5.33,49
,7.64,,6.97,0.479,,5.22,4.78,26
,7.35,,6.75,0.486,,5.07,4.37,67
,7.22,,6.41,0.491,,5.31,4.56,81
,7.40,,6.58,0.478,,5.22,4.76,
12.78,7.22,7.01,6.61,0.459,1.59,5.03,4.38,61
,7.36,,6.54,0.470,,5.09,4.94,24
,7.22,,6.72,0.480,,4.97,4.29,20
,7.69,,6.64,0.481,,5.54,4.73,20
,7.58,,6.65,0.476,,5.18,5.03,32
13.23,7.84,6.66,6.71,0.489,1.35,5.30,5.20,162
,7.58,,6.89,0.488,,5.15,4.85,108
,7.80,,6.61,0.490,,5.36,4.60,189
,7.41,,6.56,0.487,,5.31,4.79,
,7.18,,6.29,0.477,,5.08,4.32,
13.79,7.65,7.20,6.94,0.480,1.70,5.06,4.63,60
,7.56,,6.91,0.492,,5.77,4.88,32
,7.08,,6.68,0.478,,5.11,4.66,
,7.47,,6.37,0.476,,5.20,5.10,
,7.33,,6.77,0.480,,4.77,4.52,
,7.74,,6.65,0.479,,5.10,5.04,
13.69,7.31,6.76,6.00,0.475,1.02,5.40,5.27,50
,7.64,,6.42,0.481,,5.24,5.06,25
,7.47,,5.57,0.483,,5.05,4.75,
,7.32,,6.64,0.472,,4.88,4.59,
,7.72,,6.32,0.480,,5.26,5.06,
12.85,7.27,6.72,6.48,0.482,1.60,4.77,4.38,191
,7.08,,6.55,0.481,,4.96,4.59,40
,7.41,,6.77,0.475,,5.67,4.98,99
,7.49,,6.80,0.484,,5.05,4.31,
,7.58,6.68,,0.483,,5.24,5.00,
13.38,7.36,6.61,6.64,0.478,1.35,4.97,4.49,56
,7.14,,6.26,0.480,,5.03,4.46,55
,7.15,,6.31,0.476,,5.05,4.53,49
,7.17,,6.59,0.482,,5.19,4.38,58
,7.30,,6.73,0.475,,4.88,4.65,221
,7.08,,6.46,0.478,,4.77,4.66,176
,7.38,,6.54,0.482,,5.03,4.57,
,7.28,,6.33,0.486,,4.86,4.69,
13.24,6.89,6.95,6.34,0.477,0.93,5.03,4.88,42
,7.28,,6.24,0.476,,4.75,4.57,57
,7.69,,6.37,0.478,,5.40,4.83,61
,7.28,,5.74,0.477,,5.04,4.51,59
,6.98,,6.42,0.469,,4.97,4.77,
,7.36,,5.45,0.483,,5.01,4.52,
12.50,7.41,6.21,6.34,0.496,0.98,5.09,4.42,61
,7.43,,6.54,0.477,,5.10,4.50,46
,7.58,,6.51,0.483,,5.08,4.63,39
,7.33,,5.43,0.474,,5.19,4.87,135
,7.52,,5.67,0.474,,4.95,4.82,151
,7.38,,6.58,0.476,,4.90,4.62,141
,7.46,,6.74,0.472,,5.26,5.14,136
13.46,7.40,6.36,6.73,0.490,1.46,5.29,4.66,71
,7.34,,6.60,0.484,,5.01,4.36,39
,6.99,,6.30,0.483,,4.78,4.37,30
,7.28,,6.36,0.479,,5.26,4.33,143
,7.28,,6.79,0.479,,4.89,4.47,206
13.56,7.18,6.36,6.19,0.476,1.91,5.22,4.48,205
,7.25,,6.74,0.481,,4.91,4.34,23
,7.43,,6.07,0.470,,5.65,4.65,
12.50,7.38,6.97,9.51,0.473,1.29,5.28,5.08,42
,7.53,,6.84,0.484,,5.11,4.80,33
,7.46,,7.18,0.484,,5.06,4.71,33
,7.15,,6.18,0.475,,4.90,4.59,103
,7.66,,6.80,0.479,,5.28,4.85,
12.83,7.36,6.94,6.47,0.488,1.47,4.96,4.43,149
,7.66,,5.10,0.484,,4.99,4.86,209
,7.68,,6.50,0.491,,5.24,5.07,116
,7.51,,6.57,0.490,,4.97,4.42,222
,7.23,,6.52,0.482,,5.11,4.56,
13.20,7.38,6.75,6.47,0.475,1.78,4.86,4.36,60
,7.38,,5.16,0.488,,4.85,4.60,
,7.17,,5.65,0.475,,4.99,4.57,
,7.36,,5.92,0.486,,4.89,4.34,
12.43,7.62,6.86,6.50,0.490,1.55,5.26,4.85,141
,7.57,,6.89,0.493,,5.02,4.58,
,7.64,,6.69,0.480,,4.95,4.81,
,7.29,,6.37,0.480,,5.15,4.49,
,7.63,,6.72,0.485,,5.35,4.52,
12.42,7.30,6.81,6.84,0.478,1.92,4.91,4.32,68
,7.25,,6.34,0.478,,4.97,4.52,105
,7.35,,6.16,0.480,,5.09,4.90,
,7.33,,6.32,0.478,,5.37,4.47,
13.18,6.96,6.33,6.22,0.476,0.91,5.46,4.70,194
,7.01,,6.58,0.488,,5.49,4.95,127
,6.86,,6.34,0.478,,5.13,4.69,38
,7.27,,6.62,0.477,,5.63,4.59,
,6.96,,6.15,0.484,,5.16,4.65,
,7.02,,5.98,0.479,,4.77,4.41,
12.46,7.02,6.36,6.49,0.472,1.17,5.13,4.50,269
,7.31,,6.59,0.484,,5.43,4.53,197
,7.39,,6.78,0.491,,5.42,5.13,66
,7.13,,6.02,0.473,,5.04,4.42,
